Frame,box1,box2,box3,box4,score,class
JU15B_MEA_60000_4_078,0.7767758965492249,0.521034300327301,0.7961321473121643,0.5401491522789001,0.3643403947353363,1.0
JU15B_MEA_60000_4_078,0.9009976983070374,0.2805657982826233,0.9297693371772766,0.31286555528640747,0.35787439346313477,1.0
JU15B_MEA_60000_4_078,0.9807996153831482,0.46217766404151917,1.0,0.48160555958747864,0.3565883934497833,1.0
JU15B_MEA_60000_4_078,0.6701517701148987,0.4058973491191864,0.6912994980812073,0.42666032910346985,0.26350706815719604,1.0
JU15B_MEA_60000_4_078,0.20025154948234558,0.41830921173095703,0.2207670509815216,0.4420543909072876,0.26238614320755005,1.0
JU15B_MEA_60000_4_078,0.8607848882675171,0.4364725351333618,0.881411075592041,0.46053725481033325,0.21951693296432495,1.0
JU15B_MEA_60000_4_078,0.8092344403266907,0.5127555131912231,0.8277456164360046,0.5321054458618164,0.20396101474761963,1.0
JU15B_MEA_60000_4_078,0.9190773367881775,0.33396339416503906,0.9427308440208435,0.35727936029434204,0.19910699129104614,1.0
JU15B_MEA_60000_4_078,0.020444458350539207,0.3546972870826721,0.05340158939361572,0.3909091353416443,0.19379308819770813,1.0
JU15B_MEA_60000_4_078,0.1873888224363327,0.4749731421470642,0.2017095535993576,0.4947224259376526,0.1813458502292633,1.0
JU15B_MEA_60000_4_078,0.008353455923497677,0.44619154930114746,0.027528520673513412,0.4700252413749695,0.17462143301963806,1.0
JU15B_MEA_60000_4_078,0.45928341150283813,0.3527865707874298,0.49088937044143677,0.38158926367759705,0.14383381605148315,1.0
JU15B_MEA_60000_4_078,0.8332490921020508,0.39098596572875977,0.8527220487594604,0.42404311895370483,0.1430288851261139,1.0
JU15B_MEA_60000_4_078,0.2328205108642578,0.4064435064792633,0.25136029720306396,0.4315689504146576,0.14101266860961914,1.0
JU15B_MEA_60000_4_078,0.34030723571777344,0.4075877070426941,0.3593117594718933,0.43067073822021484,0.0945872962474823,1.0
JU15B_MEA_60000_4_078,0.019610688090324402,0.49656084179878235,0.03857409581542015,0.5200750827789307,0.08236822485923767,1.0
JU15B_MEA_60000_4_078,0.8842719197273254,0.2979307174682617,0.9091647267341614,0.3306160569190979,0.07295545935630798,1.0
JU15B_MEA_60000_4_078,0.35056039690971375,0.48512616753578186,0.3689301311969757,0.5031941533088684,0.05089867115020752,1.0
JU15B_MEA_60000_4_078,0.5611793398857117,0.6064926981925964,0.5804943442344666,0.6189824938774109,0.040107667446136475,1.0
JU15B_MEA_60000_4_078,0.06035234034061432,0.9901494979858398,0.08005765080451965,0.9998053312301636,0.03901952505111694,1.0
JU15B_MEA_60000_4_078,0.4899296164512634,0.4516655504703522,0.5083938241004944,0.4687819182872772,0.037211209535598755,1.0
JU15B_MEA_60000_4_078,0.8670217394828796,0.14455874264240265,0.9152351021766663,0.19661132991313934,0.035375118255615234,1.0
JU15B_MEA_60000_4_078,0.7146020531654358,0.9311237931251526,0.7306151986122131,0.941845715045929,0.035354793071746826,1.0
JU15B_MEA_60000_4_078,0.6478927731513977,0.17722883820533752,0.6807671189308167,0.21824049949645996,0.0345727801322937,1.0
JU15B_MEA_60000_4_078,0.5411755442619324,0.3103470504283905,0.5676328539848328,0.3422452509403229,0.03400617837905884,1.0
JU15B_MEA_60000_4_078,0.6684669256210327,0.9227890968322754,0.6845494508743286,0.9340916872024536,0.033797264099121094,1.0
JU15B_MEA_60000_4_078,0.653870165348053,0.6726686954498291,0.6722199320793152,0.6858744621276855,0.02096003293991089,1.0
JU15B_MEA_60000_4_078,0.43868428468704224,0.5331149697303772,0.4573991298675537,0.551256000995636,0.018519580364227295,1.0
JU15B_MEA_60000_4_078,0.4079020023345947,0.5413839817047119,0.4265786409378052,0.5561121702194214,0.01689007878303528,1.0
JU15B_MEA_60000_4_078,0.8743418455123901,0.49875229597091675,0.8938227891921997,0.5178115963935852,0.016353517770767212,1.0
JU15B_MEA_60000_4_078,0.0,0.2630416750907898,0.020465634763240814,0.3210148215293884,0.01478925347328186,1.0
JU15B_MEA_60000_4_078,0.49287673830986023,0.3491688370704651,0.5220592021942139,0.3809242844581604,0.014346301555633545,1.0
JU15B_MEA_60000_4_078,0.7261585593223572,0.5360386967658997,0.7460456490516663,0.5518081784248352,0.013977020978927612,1.0
JU15B_MEA_60000_4_078,0.5591159462928772,0.5717864036560059,0.5784773230552673,0.5878840684890747,0.013120859861373901,1.0
JU15B_MEA_60000_4_078,0.6705617308616638,0.7818018794059753,0.6865300536155701,0.7942859530448914,0.012969404458999634,1.0
JU15B_MEA_60000_4_078,0.5459082722663879,0.8388185501098633,0.5652526021003723,0.8518705368041992,0.012647926807403564,1.0
JU15B_MEA_60000_4_078,0.5588807463645935,0.2044668048620224,0.5854000449180603,0.24381469190120697,0.01260271668434143,1.0
JU15B_MEA_60000_4_078,0.4975455403327942,0.3730972409248352,0.5227231383323669,0.39583349227905273,0.01259678602218628,1.0
JU15B_MEA_60000_4_078,0.8613176941871643,0.12062650918960571,0.913280189037323,0.17200180888175964,0.012526601552963257,1.0
JU15B_MEA_60000_4_078,0.7708007097244263,0.431643009185791,0.7917071580886841,0.45712417364120483,0.01231345534324646,1.0
JU15B_MEA_60000_4_078,0.0055269645527005196,0.5575664043426514,0.021387819200754166,0.5755114555358887,0.011517643928527832,1.0
JU15B_MEA_60000_4_078,0.4572504162788391,0.3882092535495758,0.4784057140350342,0.40767690539360046,0.01148003339767456,1.0
JU15B_MEA_60000_4_078,0.020621228963136673,0.9829867482185364,0.03915111720561981,0.9952258467674255,0.010827302932739258,1.0
JU15B_MEA_60000_4_078,0.6584364175796509,0.8244016766548157,0.6753616333007812,0.8358456492424011,0.010648608207702637,1.0
JU15B_MEA_60000_4_078,0.05552717670798302,0.834916889667511,0.0768604427576065,0.8480213284492493,0.010531097650527954,1.0
JU15B_MEA_60000_4_078,0.05049912631511688,0.550533652305603,0.06981395184993744,0.5675691366195679,0.010432690382003784,1.0
JU15B_MEA_60000_4_078,0.6127870082855225,0.6737701892852783,0.6300115585327148,0.686663031578064,0.01036730408668518,1.0
JU15B_MEA_60000_4_078,0.01228051446378231,0.6660803556442261,0.02891882322728634,0.6786315441131592,0.01021149754524231,1.0
JU15B_MEA_60000_4_078,0.031813181936740875,0.3759132921695709,0.055064260959625244,0.40246161818504333,0.008886218070983887,1.0
JU15B_MEA_60000_4_078,0.012157022021710873,0.9327706694602966,0.029721323400735855,0.94493168592453,0.008788198232650757,1.0
JU15B_MEA_60000_4_078,0.956699013710022,0.316081166267395,0.9786685705184937,0.34193742275238037,0.008663535118103027,1.0
JU15B_MEA_60000_4_078,0.9080321192741394,0.22261333465576172,0.9459627270698547,0.26743218302726746,0.007989704608917236,1.0
JU15B_MEA_60000_4_078,0.2804321348667145,0.4390442967414856,0.2954706847667694,0.46179693937301636,0.007809728384017944,1.0
JU15B_MEA_60000_4_078,0.011243562214076519,0.8788928389549255,0.028027977794408798,0.8916036486625671,0.007715940475463867,1.0
JU15B_MEA_60000_4_078,0.4901491701602936,0.55134516954422,0.5071554780006409,0.5662384629249573,0.007247328758239746,1.0
JU15B_MEA_60000_4_078,0.9007535576820374,0.16496795415878296,0.9491466879844666,0.21443027257919312,0.007172703742980957,1.0
JU15B_MEA_60000_4_078,0.29633185267448425,0.9237630367279053,0.3136714994907379,0.9348982572555542,0.006570309400558472,1.0
JU15B_MEA_60000_4_078,0.1420859396457672,0.39368194341659546,0.16391244530677795,0.42019325494766235,0.006521999835968018,1.0
JU15B_MEA_60000_4_078,0.8646235466003418,0.39680981636047363,0.8832008838653564,0.42203032970428467,0.006506204605102539,1.0
JU15B_MEA_60000_4_078,0.023941658437252045,0.3494422435760498,0.051921188831329346,0.3807772397994995,0.006417363882064819,1.0
JU15B_MEA_60000_4_078,0.05195900425314903,0.8591746687889099,0.07278037071228027,0.872764527797699,0.005975842475891113,1.0
JU15B_MEA_60000_4_078,0.6993899941444397,0.3227798640727997,0.7230122685432434,0.35256853699684143,0.005852729082107544,1.0
JU15B_MEA_60000_4_078,0.6990749835968018,0.39870476722717285,0.717138409614563,0.420102059841156,0.005760282278060913,1.0
JU15B_MEA_60000_4_078,0.2550466060638428,0.4841524660587311,0.2711426019668579,0.5035086274147034,0.005741417407989502,1.0
JU15B_MEA_60000_4_078,0.4480656683444977,0.8321728706359863,0.4670787751674652,0.8459594249725342,0.005679398775100708,1.0
JU15B_MEA_60000_4_078,0.7168899774551392,0.8288466930389404,0.7322567701339722,0.8403172492980957,0.005645245313644409,1.0
JU15B_MEA_60000_4_078,0.7204856276512146,0.982149600982666,0.7364494204521179,0.9931836128234863,0.005613118410110474,1.0
JU15B_MEA_60000_4_078,0.29639044404029846,0.9903697967529297,0.3144053518772125,0.9992258548736572,0.005318701267242432,1.0
JU15B_MEA_60000_4_078,0.967706561088562,0.21370503306388855,0.9949365854263306,0.2544933557510376,0.005138099193572998,1.0
JU15B_MEA_60000_4_078,0.6188579201698303,0.8327555656433105,0.6370164752006531,0.8447537422180176,0.00495988130569458,1.0
JU15B_MEA_60000_4_078,0.9233738780021667,0.3891527056694031,0.949040949344635,0.4103822708129883,0.004947841167449951,1.0
JU15B_MEA_60000_4_078,0.01125308033078909,0.828117847442627,0.028228383511304855,0.8402063846588135,0.004932016134262085,1.0
JU15B_MEA_60000_4_078,0.5511510372161865,0.18674515187740326,0.5804311037063599,0.22433890402317047,0.004512399435043335,1.0
JU15B_MEA_60000_4_078,0.671499490737915,0.33953067660331726,0.6946682929992676,0.36779966950416565,0.0043922364711761475,1.0
JU15B_MEA_60000_4_078,0.48534131050109863,0.5139010548591614,0.5030006766319275,0.5302774310112,0.004167437553405762,1.0
JU15B_MEA_60000_4_078,0.8827632069587708,0.12598390877246857,0.9350163340568542,0.16841338574886322,0.004006236791610718,1.0
JU15B_MEA_60000_4_078,0.8741052150726318,0.3227812349796295,0.8943175077438354,0.35009804368019104,0.0037371814250946045,1.0
JU15B_MEA_60000_4_078,0.6149764657020569,0.93001788854599,0.6314439177513123,0.9413416981697083,0.003570854663848877,1.0
JU15B_MEA_60000_4_079,0.797371506690979,0.3337949812412262,0.8220235109329224,0.37088915705680847,0.9986169934272766,1.0
JU15B_MEA_60000_4_079,0.5414076447486877,0.2918173670768738,0.5690259337425232,0.32839435338974,0.9973294734954834,1.0
JU15B_MEA_60000_4_079,0.17872722446918488,0.42631277441978455,0.19490574300289154,0.4491487443447113,0.9964538812637329,1.0
JU15B_MEA_60000_4_079,0.3482462465763092,0.4209718704223633,0.3689030706882477,0.4487905502319336,0.9964202642440796,1.0
JU15B_MEA_60000_4_079,0.43885335326194763,0.43941530585289,0.4599076211452484,0.46062925457954407,0.9948969483375549,1.0
JU15B_MEA_60000_4_079,0.2591320872306824,0.43103960156440735,0.27354001998901367,0.4545442759990692,0.994735598564148,1.0
JU15B_MEA_60000_4_079,0.3629412353038788,0.22244064509868622,0.3999786078929901,0.26676449179649353,0.9758795499801636,1.0
JU15B_MEA_60000_4_079,0.45913535356521606,0.5092666149139404,0.4766985774040222,0.5264962911605835,0.9752179980278015,1.0
JU15B_MEA_60000_4_079,0.4098086655139923,0.5184537172317505,0.427766352891922,0.5359578132629395,0.9744378328323364,1.0
JU15B_MEA_60000_4_079,0.13534535467624664,0.4492149353027344,0.152237668633461,0.47145605087280273,0.9461450576782227,1.0
JU15B_MEA_60000_4_079,0.06269704550504684,0.4598124027252197,0.08325842767953873,0.4839419722557068,0.9414181709289551,1.0
JU15B_MEA_60000_4_079,0.06580424308776855,0.48438140749931335,0.08403897285461426,0.5059868097305298,0.9380863904953003,1.0
JU15B_MEA_60000_4_079,0.695283055305481,0.2834133505821228,0.7213528156280518,0.31564104557037354,0.8722555637359619,1.0
JU15B_MEA_60000_4_079,0.830926775932312,0.41918858885765076,0.8535406589508057,0.4495202600955963,0.8576898574829102,1.0
JU15B_MEA_60000_4_079,0.34779131412506104,0.40718185901641846,0.36714857816696167,0.43324387073516846,0.8573116064071655,1.0
JU15B_MEA_60000_4_079,0.7761058211326599,0.5220591425895691,0.795131266117096,0.5415622591972351,0.8101696968078613,1.0
JU15B_MEA_60000_4_079,0.9053162932395935,0.2801877558231354,0.9353287816047668,0.313425749540329,0.7939916849136353,1.0
JU15B_MEA_60000_4_079,0.015878375619649887,0.3696895241737366,0.04394177347421646,0.4023650288581848,0.7916414737701416,1.0
JU15B_MEA_60000_4_079,0.7065873146057129,0.5130630731582642,0.7267547845840454,0.529607892036438,0.7530619502067566,1.0
JU15B_MEA_60000_4_079,0.8083866834640503,0.5364279747009277,0.8280179500579834,0.5542266368865967,0.7447248697280884,1.0
JU15B_MEA_60000_4_079,0.2984907925128937,0.38746434450149536,0.3163680136203766,0.41484200954437256,0.701235830783844,1.0
JU15B_MEA_60000_4_079,0.1987306773662567,0.41556698083877563,0.2212430238723755,0.44092732667922974,0.6603884696960449,1.0
JU15B_MEA_60000_4_079,0.127793088555336,0.47442466020584106,0.14366845786571503,0.4965474009513855,0.6287597417831421,1.0
JU15B_MEA_60000_4_079,0.45567432045936584,0.3522447645664215,0.4864096939563751,0.3833330571651459,0.5951262712478638,1.0
JU15B_MEA_60000_4_079,0.23083631694316864,0.3972596228122711,0.2506434917449951,0.4252743422985077,0.5832850337028503,1.0
JU15B_MEA_60000_4_079,0.020467866212129593,0.3499113619327545,0.0535164438188076,0.3911183178424835,0.38786399364471436,1.0
JU15B_MEA_60000_4_079,0.773273229598999,0.5341153740882874,0.794950008392334,0.5534855723381042,0.35705211758613586,1.0
JU15B_MEA_60000_4_079,0.8106473088264465,0.5048538446426392,0.8281058669090271,0.5239583253860474,0.3349371552467346,1.0
JU15B_MEA_60000_4_079,0.8531855344772339,0.43374815583229065,0.8737736940383911,0.45755961537361145,0.2381366789340973,1.0
JU15B_MEA_60000_4_079,0.9839028120040894,0.4606689214706421,1.0,0.4779362082481384,0.19315290451049805,1.0
JU15B_MEA_60000_4_079,0.006746823899447918,0.4414950907230377,0.02574673295021057,0.4661875069141388,0.1719110906124115,1.0
JU15B_MEA_60000_4_079,0.14876174926757812,0.4005264639854431,0.17105573415756226,0.42786306142807007,0.15681034326553345,1.0
JU15B_MEA_60000_4_079,0.9159282445907593,0.34005117416381836,0.938727855682373,0.3622925281524658,0.1309472918510437,1.0
JU15B_MEA_60000_4_079,0.6661199927330017,0.40266790986061096,0.6875659823417664,0.4221266210079193,0.11866426467895508,1.0
JU15B_MEA_60000_4_079,0.960273027420044,0.16382934153079987,0.9977267980575562,0.20794625580310822,0.10364007949829102,1.0
JU15B_MEA_60000_4_079,0.9672578573226929,0.29367873072624207,0.9892398118972778,0.3252675235271454,0.0819651186466217,1.0
JU15B_MEA_60000_4_079,0.5606069564819336,0.562945544719696,0.5800348520278931,0.578746497631073,0.08117890357971191,1.0
JU15B_MEA_60000_4_079,0.887259840965271,0.11570900678634644,0.9318544864654541,0.16371163725852966,0.06942576169967651,1.0
JU15B_MEA_60000_4_079,0.45387527346611023,0.38097697496414185,0.4749715030193329,0.40446120500564575,0.0586380660533905,1.0
JU15B_MEA_60000_4_079,0.8330414891242981,0.3760231137275696,0.8530852198600769,0.4087671637535095,0.0541231632232666,1.0
JU15B_MEA_60000_4_079,0.02161690592765808,0.4989616870880127,0.038688719272613525,0.5221409797668457,0.049956321716308594,1.0
JU15B_MEA_60000_4_079,0.5411872267723083,0.31240418553352356,0.5669212937355042,0.3444478213787079,0.046703845262527466,1.0
JU15B_MEA_60000_4_079,0.18881838023662567,0.47408774495124817,0.20236559212207794,0.49351534247398376,0.04200339317321777,1.0
JU15B_MEA_60000_4_079,0.6455623507499695,0.17493648827075958,0.6822920441627502,0.22081856429576874,0.040997087955474854,1.0
JU15B_MEA_60000_4_079,0.9019120931625366,0.1599290370941162,0.9429455995559692,0.2124282419681549,0.040763020515441895,1.0
JU15B_MEA_60000_4_079,0.7078485488891602,0.9356933832168579,0.7238806486129761,0.9468940496444702,0.037292808294296265,1.0
JU15B_MEA_60000_4_079,0.28101247549057007,0.437173992395401,0.2971937656402588,0.46256664395332336,0.03712475299835205,1.0
JU15B_MEA_60000_4_079,0.671125054359436,0.9248807430267334,0.6874755620956421,0.9360626935958862,0.031017422676086426,1.0
JU15B_MEA_60000_4_079,0.49912065267562866,0.3677610456943512,0.5235136151313782,0.3916907012462616,0.02980971336364746,1.0
JU15B_MEA_60000_4_079,0.06052764877676964,0.9898257851600647,0.07952611148357391,0.9997438788414001,0.028000056743621826,1.0
JU15B_MEA_60000_4_079,0.660750150680542,0.8313307762145996,0.6777812242507935,0.842797040939331,0.027783989906311035,1.0
JU15B_MEA_60000_4_079,0.4831339120864868,0.455822229385376,0.503055989742279,0.4740867614746094,0.02724185585975647,1.0
JU15B_MEA_60000_4_079,0.7661560773849487,0.774908721446991,0.7849868535995483,0.7871760725975037,0.026251882314682007,1.0
JU15B_MEA_60000_4_079,0.9654533267021179,0.32455721497535706,0.9853883385658264,0.34903213381767273,0.025627464056015015,1.0
JU15B_MEA_60000_4_079,0.9787585735321045,0.41414156556129456,0.9976769685745239,0.43518975377082825,0.025075852870941162,1.0
JU15B_MEA_60000_4_079,0.35085171461105347,0.49275878071784973,0.36850637197494507,0.5098689794540405,0.021939098834991455,1.0
JU15B_MEA_60000_4_079,0.6670430898666382,0.7807872891426086,0.6843248605728149,0.7937771677970886,0.02128627896308899,1.0
JU15B_MEA_60000_4_079,0.8695196509361267,0.49870622158050537,0.8888326287269592,0.5168288946151733,0.020382463932037354,1.0
JU15B_MEA_60000_4_079,0.911875307559967,0.22199678421020508,0.9491892457008362,0.26877379417419434,0.01916646957397461,1.0
JU15B_MEA_60000_4_079,0.6104129552841187,0.6780862808227539,0.6285033226013184,0.6903126239776611,0.01892581582069397,1.0
JU15B_MEA_60000_4_079,0.5507837533950806,0.8408802151679993,0.569685697555542,0.8533539175987244,0.01859760284423828,1.0
JU15B_MEA_60000_4_079,0.4910575747489929,0.34991884231567383,0.5194104313850403,0.38107895851135254,0.017132222652435303,1.0
JU15B_MEA_60000_4_079,0.007944786921143532,0.5557610988616943,0.023590249940752983,0.5736744403839111,0.016419172286987305,1.0
JU15B_MEA_60000_4_079,0.48907411098480225,0.5551654100418091,0.5062733888626099,0.5700790882110596,0.01615464687347412,1.0
JU15B_MEA_60000_4_079,0.8630595207214355,0.39743587374687195,0.8819258213043213,0.4215101897716522,0.014594703912734985,1.0
JU15B_MEA_60000_4_079,0.24516168236732483,0.9301701188087463,0.26161423325538635,0.9402722716331482,0.014506012201309204,1.0
JU15B_MEA_60000_4_079,0.48439860343933105,0.5173031091690063,0.5017188787460327,0.5337246656417847,0.014416098594665527,1.0
JU15B_MEA_60000_4_079,0.9048643708229065,0.05630651116371155,0.941128671169281,0.09376038610935211,0.01440584659576416,1.0
JU15B_MEA_60000_4_079,0.020068807527422905,0.9825449585914612,0.0382922887802124,0.9953544735908508,0.01214638352394104,1.0
JU15B_MEA_60000_4_079,0.05466173589229584,0.9313048720359802,0.07262398302555084,0.9412950873374939,0.010965108871459961,1.0
JU15B_MEA_60000_4_079,0.6179472208023071,0.835599422454834,0.6367272138595581,0.847984790802002,0.010717272758483887,1.0
JU15B_MEA_60000_4_079,0.2916759252548218,0.9260090589523315,0.3095470666885376,0.9372518062591553,0.010566562414169312,1.0
JU15B_MEA_60000_4_079,0.3533860146999359,0.21944914758205414,0.3938157856464386,0.26407214999198914,0.010360360145568848,1.0
JU15B_MEA_60000_4_079,0.9247748255729675,0.38777026534080505,0.9476491808891296,0.4061495363712311,0.010327577590942383,1.0
JU15B_MEA_60000_4_079,0.717802107334137,0.826594889163971,0.7337772250175476,0.8391334414482117,0.01004841923713684,1.0
JU15B_MEA_60000_4_079,0.44980862736701965,0.5310399532318115,0.4693908989429474,0.5487639904022217,0.009315907955169678,1.0
JU15B_MEA_60000_4_079,0.5656429529190063,0.17302148044109344,0.5961096286773682,0.2146027833223343,0.009185701608657837,1.0
JU15B_MEA_60000_4_079,0.032853834331035614,0.37566259503364563,0.0553785115480423,0.40358975529670715,0.00898250937461853,1.0
JU15B_MEA_60000_4_079,0.8826121687889099,0.8864032030105591,0.9000328183174133,0.8976961374282837,0.00861099362373352,1.0
JU15B_MEA_60000_4_079,0.5565833449363708,0.6086199283599854,0.5762599110603333,0.6213712692260742,0.00806388258934021,1.0
JU15B_MEA_60000_4_079,0.014730994589626789,0.9296514391899109,0.031542226672172546,0.9419812560081482,0.007908910512924194,1.0
JU15B_MEA_60000_4_079,0.7162835597991943,0.9789344072341919,0.7325448989868164,0.9906537532806396,0.007866978645324707,1.0
JU15B_MEA_60000_4_079,0.7236659526824951,0.5450651049613953,0.7442257404327393,0.560238778591156,0.007823169231414795,1.0
JU15B_MEA_60000_4_079,0.004290297627449036,0.26169899106025696,0.023803165182471275,0.3250637352466583,0.007606446743011475,1.0
JU15B_MEA_60000_4_079,0.6541104912757874,0.6766640543937683,0.6730220913887024,0.689720094203949,0.007535576820373535,1.0
JU15B_MEA_60000_4_079,0.005695716477930546,0.20317840576171875,0.030336186289787292,0.2825983166694641,0.007490336894989014,1.0
JU15B_MEA_60000_4_079,0.8945375680923462,0.2901943027973175,0.9196388721466064,0.3248313367366791,0.0072570741176605225,1.0
JU15B_MEA_60000_4_079,0.7018288969993591,0.3959074020385742,0.7206574082374573,0.41581815481185913,0.007224321365356445,1.0
JU15B_MEA_60000_4_079,0.6120468974113464,0.9352006316184998,0.6290040612220764,0.9456493258476257,0.006982922554016113,1.0
JU15B_MEA_60000_4_079,0.9615451693534851,0.21282944083213806,0.9927656054496765,0.2590635120868683,0.006442248821258545,1.0
JU15B_MEA_60000_4_079,0.05193205550312996,0.8680349588394165,0.0725284218788147,0.8805723190307617,0.006345212459564209,1.0
JU15B_MEA_60000_4_079,0.01193339191377163,0.8775876760482788,0.027671290561556816,0.8902480602264404,0.0055699944496154785,1.0
JU15B_MEA_60000_4_079,0.39477768540382385,0.9453375339508057,0.4116279184818268,0.9556176662445068,0.0054168701171875,1.0
JU15B_MEA_60000_4_079,0.40352925658226013,0.5391393899917603,0.4228350818157196,0.5543808937072754,0.005331188440322876,1.0
JU15B_MEA_60000_4_079,0.04502253606915474,0.553971529006958,0.06489813327789307,0.5706087350845337,0.0050620436668396,1.0
JU15B_MEA_60000_4_079,0.7157277464866638,0.7787599563598633,0.7320064902305603,0.7919579744338989,0.0048004090785980225,1.0
JU15B_MEA_60000_4_079,0.8732863068580627,0.15286535024642944,0.9103586077690125,0.19952672719955444,0.004487514495849609,1.0
JU15B_MEA_60000_4_079,0.43838730454444885,0.23524171113967896,0.4711674749851227,0.2700929641723633,0.0043634772300720215,1.0
JU15B_MEA_60000_4_079,0.2992987632751465,0.9879198670387268,0.3168146014213562,0.9974873661994934,0.004196137189865112,1.0
JU15B_MEA_60000_4_079,0.771048903465271,0.43200767040252686,0.7925769090652466,0.4572194814682007,0.0041318535804748535,1.0
JU15B_MEA_60000_4_080,0.7976959943771362,0.33432266116142273,0.8222904205322266,0.36818817257881165,0.9994590282440186,1.0
JU15B_MEA_60000_4_080,0.5404525399208069,0.28346139192581177,0.5696418881416321,0.31994807720184326,0.9983575344085693,1.0
JU15B_MEA_60000_4_080,0.46093544363975525,0.5114017128944397,0.4789823591709137,0.5291450619697571,0.9962642192840576,1.0
JU15B_MEA_60000_4_080,0.40232333540916443,0.5126447677612305,0.4218268096446991,0.5310295820236206,0.9916852712631226,1.0
JU15B_MEA_60000_4_080,0.05969680845737457,0.45634153485298157,0.08024813234806061,0.4813762605190277,0.991280734539032,1.0
JU15B_MEA_60000_4_080,0.19611072540283203,0.409245103597641,0.22001010179519653,0.43683579564094543,0.9888653755187988,1.0
JU15B_MEA_60000_4_080,0.4348103702068329,0.4368818402290344,0.45678219199180603,0.4590507745742798,0.9872760772705078,1.0
JU15B_MEA_60000_4_080,0.7763450145721436,0.5164183378219604,0.7945364713668823,0.534494161605835,0.9862483739852905,1.0
JU15B_MEA_60000_4_080,0.9043123126029968,0.2827645540237427,0.9313086867332458,0.3125443458557129,0.9706772565841675,1.0
JU15B_MEA_60000_4_080,0.18433363735675812,0.4213630259037018,0.20148466527462006,0.44418248534202576,0.9657959938049316,1.0
JU15B_MEA_60000_4_080,0.8859450221061707,0.14462287724018097,0.9347427487373352,0.19766868650913239,0.964487612247467,1.0
JU15B_MEA_60000_4_080,0.34588944911956787,0.42199864983558655,0.36907821893692017,0.4487723410129547,0.9576868414878845,1.0
JU15B_MEA_60000_4_080,0.7065942883491516,0.511983335018158,0.7256971001625061,0.5292227864265442,0.9486432671546936,1.0
JU15B_MEA_60000_4_080,0.45763537287712097,0.3512932062149048,0.4876931607723236,0.38080263137817383,0.8923228979110718,1.0
JU15B_MEA_60000_4_080,0.8214824199676514,0.5405398607254028,0.8390910625457764,0.5571991205215454,0.8867571949958801,1.0
JU15B_MEA_60000_4_080,0.0635705515742302,0.4845268130302429,0.08122528344392776,0.5031044483184814,0.8789548873901367,1.0
